id,name,type,level,year,floors,elevator,elevator_goods,building_area,property_fee,park_fee,park_overground,park_underground,floor_area,floor_height,pure_height,hall_height,if_foreign,if_register,latitude,longitude,store_nearby,mall_nearby,park_nearby,hotel_nearby,metro_nearby,rent,rent_haozu,rent_BC_haozu
1156,帝宝国际大厦,4,3,11,9,2,1,17280,19,150,60,30,1400,3.7,3.4,5,0,1,31.1769,121.379,14,2,14,3,0,3.24,3.6,6.28
1170,金桥谷创意园,3,2,9,5,2,1,20000,22,200,420,50,15000,2.8,2.5,4.5,0,1,31.2657,121.612,6,1,0,7,0,2.43,2.54,3.46
1175,同济联合广场,4,3,13,22,3,1,50536,15,800,50,600,1170,3.6,2.8,3.9,1,1,31.26,121.494,54,14,54,16,1,3.85,5.35,4.22
1176,前滩世贸中心,4,3,-1,0,0,0,260000,0,0,0,0,0,0,0,0,1,1,31.1621,121.49,3,1,3,1,2,6.39,8.69,4.31
1191,凯利大厦,4,2,16,18,3,0,11150,24,1000,60,23,886,3.2,2.6,3.2,0,1,31.2054,121.433,20,1,20,16,1,3.85,5.97,7.31
1238,久事复兴大厦,5,3,23,25,4,1,57000,25,150,25,75,1116,3.8,2.5,7,1,1,31.2235,121.466,29,8,29,35,2,6.59,7.83,9.28
1241,经纬国际大厦,4,3,-1,0,2,0,11621,1,0,0,0,0,0,0,0,1,1,31.2046,121.483,32,1,32,13,1,4.87,0,0
1262,悦达889中心,4,3,10,32,10,2,102475,30,1000,100,500,2042,3,2.7,10,1,1,31.236,121.434,23,5,23,16,3,7.1,7.83,5.61
1265,德宏大厦,4,3,12,13,4,1,17411,15,400,201,64,1100,2.8,2.8,3,1,1,31.2102,121.623,8,1,8,14,0,3.55,4,4.68
1270,上海商贸大厦,5,2,19,22,3,1,21000,16,800,160,90,902,3.1,2.5,4,1,1,31.2681,121.497,28,2,28,10,1,2.84,3.5,4.44
1290,中创大厦,4,2,22,22,5,1,25000,30,1200,20,50,1000,4,2.6,3,1,1,31.2367,121.467,34,16,34,28,3,6.08,8.04,8.86
1301,快易名商徐汇中心,4,3,3,16,2,0,10000,30,0,0,0,0,0,0,0,1,1,31.1951,121.453,25,2,25,25,1,5,6.87,5.67
1302,东朔商务中心,4,3,-1,3,2,0,5500,17,0,0,0,0,3.2,0,0,1,1,31.2178,121.429,37,5,0,15,1,4.56,6.33,7.18
1312,美奂大厦,4,3,-1,23,4,0,40000,27,0,0,0,0,3.5,0,0,1,1,31.1989,121.474,17,3,17,5,1,4.17,6.2,6.2
1324,申鑫大厦,4,3,23,28,5,1,28000,21,1500,20,50,905,3.5,2.5,4.5,1,1,31.2349,121.488,59,11,59,50,1,3.24,3.55,8.57
1333,文广大厦,4,3,8,24,5,1,42229,33,1500,20,273,1145,2.8,2.8,15,1,1,31.2003,121.4,6,3,6,8,0,6.49,11.53,7.31
1361,盘古创业,4,3,-1,0,0,0,0,15,0,0,0,0,0,0,0,1,1,31.1837,121.612,4,0,4,2,0,4.26,0,0
1367,国旅大厦,5,2,23,20,3,1,15000,55,800,12,30,750,3.9,2.8,8,1,1,31.2351,121.458,33,9,33,29,0,5.07,5.63,8.11
1375,中国船舶大厦,4,3,22,24,13,1,48476,30,1200,30,150,2000,3.6,2.6,12.5,1,1,31.2444,121.518,24,1,24,14,0,8.92,8.8,13.92
1383,凯滨国际大厦,4,3,3,10,0,0,48870,30,0,0,0,0,4.2,0,0,1,1,31.1892,121.461,15,1,15,12,1,6.29,10.13,6.2
1384,嘉宁国际大厦,5,3,11,31,6,1,31788,30,1500,100,448,1065,3.7,2.7,8.69,1,1,31.2235,121.443,21,1,21,23,1,7.3,8.87,6.92
1396,银历大厦,4,3,-1,18,0,0,0,12,0,0,0,0,3.3,0,0,1,1,31.2555,121.486,32,11,32,16,2,3.55,4.13,5.92
1402,中鑫企业广场,5,3,10,4,2,2,67940,5,500,20,300,660,2.8,2.7,5,1,1,31.2846,121.384,3,1,3,4,0,2.84,3.45,4.38
1406,置汇旭辉广场,4,3,2,14,7,0,227000,35,0,0,0,0,4.3,0,0,1,1,31.2498,121.56,15,3,15,20,1,7.2,7.96,8.67
1416,嘉汇国际广场,4,3,11,35,7,1,484051,16,1500,20,250,1500,3,2.6,6,1,1,31.195,121.45,21,5,21,35,1,4.06,6.68,5.67
1427,启迪大厦,4,3,11,16,4,1,30000,24,200,20,100,1619,4,3,10,1,1,31.2838,121.445,7,4,7,1,0,4.06,5.17,4.91
1429,柳林大厦,4,3,-1,33,5,2,40590,25,1200,0,65,1030,2.5,2.5,6,1,1,31.2311,121.487,45,14,45,21,1,5.98,6.5,9.28
1462,闿鑫商务园,4,3,-1,0,3,0,14329,6,0,0,0,0,3.5,0,0,1,1,31.0904,121.52,2,0,2,1,1,1.62,1.9,2.23
1467,IF如果文化创意产业园,6,3,-1,4,0,0,42000,0,0,0,0,0,4.6,0,0,1,1,31.0919,121.395,2,0,2,2,1,2.84,3.3,2.03
1476,万嘉大厦,4,3,19,8,0,0,0,8,0,0,0,0,0,0,0,1,1,31.2992,121.616,10,4,10,6,0,3.24,3.34,2.96
1479,SOHO中山广场,5,3,8,23,14,4,142000,28,1300,24,359,3878,3.85,2.7,10,1,1,31.2043,121.422,12,2,12,8,1,5.68,6.66,7.31
1511,嘉麒大厦,4,3,14,19,5,1,24807,30,1360,60,100,1196,4,2.7,7,1,1,31.2112,121.406,12,1,0,14,0,5.07,6.42,7.31
1517,华祺大厦,4,3,-1,0,0,0,13500,25,0,0,0,0,0,0,0,1,1,31.2367,121.45,37,3,37,18,1,6.08,8.5,5.61
1524,东朔商务中心,4,3,-1,3,3,0,5600,17,0,0,0,0,4,0,0,1,1,31.2512,121.552,15,2,15,7,0,4.56,5.43,8.67
1545,金博尚品,2,3,12,12,3,1,8372,25,1000,0,30,350,4.5,2.9,5.5,0,1,31.24,121.547,7,0,7,11,1,4.06,4.73,11.33
1551,1933老场坊,3,2,13,5,4,1,317000,18,500,50,50,30346,6,5,10,0,1,31.26,121.498,46,2,46,11,0,3.95,4.44,4.44
1557,嘉里不夜城,5,3,23,38,9,1,100,30,950,30,232,1659,3.1,2.5,12,1,1,31.2515,121.463,32,6,32,47,2,4.21,5.06,5.92
1560,瑞金大厦,4,2,21,27,10,1,46959,31,120,134,60,1500,3.7,2.7,5,1,1,31.2197,121.469,38,7,38,37,1,7.44,7.79,8.77
1565,滨江万科中心,4,3,19,25,6,0,272000,30,0,0,0,0,4.3,0,0,1,1,31.251,121.544,5,0,5,7,0,6.29,17.76,8.67
1575,恒耀广场,5,3,3,21,3,0,90000,12,0,0,0,0,3.4,0,0,1,1,31.0999,121.261,32,0,32,2,0,1.72,1.75,1.74
1590,众和金融大厦,2,2,-1,28,0,0,58000,0,0,0,0,0,0,0,0,0,1,31.2685,121.517,43,4,43,12,0,3.04,4.29,5.31
1592,凯德星贸中心,5,3,2,28,10,0,10500,35,0,0,0,0,4,0,0,1,1,31.2475,121.465,14,5,14,13,1,7.1,8.36,5.92
1598,安垦创意园,3,2,-1,6,0,0,0,18,0,0,0,0,0,0,0,1,1,31.2462,121.45,29,2,29,23,2,6.08,7.32,8.11
1602,中国梦谷,1,3,-1,11,8,0,200000,0,0,0,0,0,4,0,0,1,1,31.2047,121.273,3,0,3,32,0,1.62,1.91,3.28
1603,东航滨江中心,4,3,2,21,12,0,62000,32,0,0,0,0,0,0,0,1,1,31.1724,121.464,2,0,2,0,2,5.07,6.71,6.2
1620,中欣大厦,4,3,18,43,8,1,28000,31,1500,0,262,1585,4,2.5,6.5,1,1,31.2319,121.456,35,9,35,30,1,9.13,11.51,8.86
1628,浦江智谷商务园,4,2,11,6,6,2,240000,12,100,0,755,6600,3.5,3.6,5,0,1,31.0854,121.533,1,0,1,0,0,1.72,2.19,2.23
1644,瑞都大厦,4,2,9,9,3,1,22254,12,500,110,90,2550,3.3,3.1,4.5,0,1,31.1823,121.38,17,11,17,6,1,4.26,4.16,4.84
1654,嘉誉国际广场,4,3,-1,0,4,0,65000,25,0,0,0,0,4.2,0,0,1,1,31.3365,121.514,1,0,1,0,1,4.56,5.11,3.46
1667,中油大厦,6,3,19,32,0,0,0,27,0,0,0,0,0,0,0,1,1,31.2284,121.535,24,0,24,19,2,5.58,7,11.33
1693,长航大厦,5,2,19,27,2,1,30000,24,400,50,100,700,2.5,2.5,3.2,0,1,31.2343,121.528,19,11,19,18,1,5.07,5.9,7.76
1699,明凯大厦,5,3,6,13,10,3,18000,10,0,500,0,1500,3.35,3.1,5.09,0,1,31.2772,121.487,23,7,23,7,1,3.55,3.53,4.38
1709,长宁88中心,5,3,5,23,3,1,175000,30,800,600,1200,1080,3.2,2.8,8,1,1,31.234,121.432,26,6,26,17,2,6.59,7,6.92
1714,上海商城,5,3,29,45,4,2,185000,34.5,225,0,200,3000,3.6,2.5,20,1,1,31.2331,121.458,31,11,31,29,1,9.63,13.88,8.86
1740,申报馆,4,3,-1,6,6,0,3680,30,0,0,0,0,2.4,0,0,1,1,31.2413,121.491,72,21,72,84,1,7.61,8.5,7.28
1766,永业商务楼,4,2,21,18,4,1,18600,10,400,30,400,1124,2.9,2.7,3,0,1,31.2114,121.521,10,2,10,6,2,2.84,3,6.81
1784,机电大厦,4,2,26,25,4,1,27300,21,800,0,20,1100,2.8,2.4,6,0,1,31.2532,121.459,31,5,31,34,1,3.75,4,5.92
1785,城开中心,5,3,5,30,48,0,512628,32,0,0,0,0,4.5,0,0,1,1,31.1351,121.4,6,0,6,2,0,4.56,5.71,5.16
1797,安基大厦,4,3,16,23,2,1,26181,19,1000,50,72,870,2.9,2.9,7,1,1,31.2207,121.491,74,11,74,24,2,3.35,4.2,5.39
1805,陆家嘴金融服务广场,4,3,7,22,15,2,72000,32,1500,29,324,3500,3.4,3.1,8,0,1,31.2238,121.537,18,0,18,11,1,7.1,8.5,11.33
1818,汇京国际广场,5,3,6,24,7,1,86700,25,1200,400,30,1501,3.95,2.7,10,1,1,31.2032,121.43,21,2,21,14,1,5.68,8.83,7.52
1821,旭辉世纪广场,4,2,12,13,4,1,13000,12.5,1000,49,100,970,3.7,2.7,4,1,1,31.2389,121.407,10,3,10,7,0,3.65,4.03,5.04
1828,优联创意公社,4,3,-1,3,0,0,1000,0,0,0,0,0,4,0,0,1,1,31.2364,121.449,33,3,33,19,1,5.58,8.58,8.11
1842,新茂大厦,4,3,14,20,8,2,43400,34.7,1660,20,121,1780,3,2.7,15,1,1,31.2268,121.48,20,8,20,16,1,9.67,12.81,9.28
1844,仙乐斯广场,5,3,18,37,10,1,81000,30.5,1650,20,300,1900,4,2.6,6,1,1,31.2375,121.475,32,13,32,25,0,7.2,8.89,8.57
1852,星荟中心,4,3,-1,32,6,0,248000,0,0,0,0,0,0,0,0,1,1,31.2515,121.496,56,4,56,42,0,6.9,8.12,7.99
1862,东朔商务中心,4,3,-1,8,0,0,5600,17,0,0,0,0,0,0,0,1,1,31.1124,121.38,27,9,27,7,0,4.56,3.2,3.29
1880,赢华国际广场,4,3,8,16,6,2,108513,15.8,800,200,450,1000,4.2,2.8,9.19,1,1,31.2266,121.392,4,2,4,29,0,4.26,5.07,5.04
1885,静安高和大厦,4,3,-1,29,5,1,31000,30,1200,1000,1200,1100,3.3,0,6.5,1,1,31.2295,121.45,33,8,33,27,1,6.69,7.85,8.86
1888,星汇大厦,4,3,-1,0,0,0,0,10,0,0,0,0,3.8,0,0,1,1,31.1495,121.334,4,14,4,4,0,2.43,2.65,2.24
1910,源达大厦,4,3,7,30,6,1,72422,25,1500,50,200,18650,3.1,2.9,8,1,1,31.2484,121.446,37,5,37,30,2,4.06,6.07,5.94
1922,森林湾大厦,4,3,14,23,5,1,58000,15,1000,100,200,1500,4,3.8,5,1,1,31.2565,121.494,72,10,72,34,1,4.06,4.3,6.6
1928,晶采世纪大厦,4,3,14,25,5,1,34793,30,1200,30,300,1300,3.6,2.6,10,1,1,31.2328,121.468,37,15,37,30,3,6.08,7,8.86
1932,伟泰大厦,2,1,-1,9,2,2,11600,5,300,0,0,0,4,3,4.5,0,1,31.2234,121.538,16,0,16,6,1,4.06,9.9,6.81
1935,98创意园,3,2,9,6,1,1,14000,30,800,20,20,1400,4.7,3.8,7,1,1,31.2349,121.448,35,5,35,27,0,5.07,6,8.86
1969,金谷中环大厦,4,3,-1,20,2,0,24906,0,0,0,0,0,3.5,0,0,1,1,31.3049,121.458,9,0,9,4,0,4.56,3.98,4.33
1976,宝鼎大厦,4,3,21,29,5,1,37050,12,800,30,250,1277,3.6,2.6,3,1,1,31.212,121.477,32,0,32,27,1,3.65,4.4,6.86
2020,慧创国际,4,3,11,10,1,1,71400,6,300,500,800,340,3.5,3.2,4,1,1,31.2457,121.336,6,0,6,1,1,2.03,2.8,9.86
2022,明凯大厦,5,3,6,13,10,3,18000,10,0,500,0,1500,3.35,3.1,5.09,0,1,31.2778,121.475,23,3,23,7,0,3.55,3.54,4.44
2032,金茂大厦,5,3,20,88,26,2,287360,40,1500,100,800,2358,4,2.7,10,1,1,31.2408,121.512,16,2,16,14,1,9.63,15.06,13.92
2039,江天大厦,4,3,13,26,3,1,26600,18,600,100,30,891,3,2.5,5,1,1,31.201,121.515,19,3,19,17,0,3.04,3.5,5.93
2064,广东发展银行大厦,4,2,19,25,3,1,60598,24,1200,50,100,916,3.7,2.5,7.2,1,1,31.2139,121.479,28,0,28,19,2,6.27,6.4,6.86
2078,21世纪中心大厦,6,3,11,48,10,1,120000,33,1600,50,300,2000,4,2.8,10,1,1,31.24,121.516,23,1,23,21,0,7.1,0,0
2093,新发展大厦,4,2,9,20,3,0,14000,14,500,20,50,700,3.5,2.5,5,1,1,31.2509,121.466,27,7,27,19,2,4.06,5,5.92
2102,中建时代广场,4,3,3,10,8,0,0,32,0,0,0,0,4.2,0,0,1,1,31.1918,121.517,7,0,7,2,1,6.08,7.18,7.27
2113,上海澧相健康科技园,4,3,-1,6,2,0,14000,0,0,0,0,0,3,0,0,1,1,31.0998,121.588,2,1,2,1,0,2.43,2.4,2.76
2120,虹桥协信中心,4,3,-1,9,0,0,225622,15,0,0,0,0,4.3,0,0,1,1,31.1924,121.334,1,0,1,0,0,4.06,4.64,6.16
2126,三林金融众创空间,4,3,-1,6,2,0,0,9,0,0,0,0,3.3,0,0,1,1,31.1449,121.507,21,0,21,15,0,3.35,3.65,4.31
2132,海文商务楼,4,3,29,5,0,0,5341,15,0,0,0,0,2.9,0,0,1,1,31.2201,121.494,43,7,43,26,2,4.87,4.88,5.39
2150,紫苑大厦,4,2,-1,24,6,0,0,3,0,0,0,0,3.5,0,0,1,1,31.2095,121.468,23,3,23,19,1,3.04,3.5,7.52
2155,恒生银行大厦,4,3,21,46,10,2,116824,45.5,1400,0,420,1500,3.9,2.7,8,1,1,31.2458,121.514,20,1,20,7,1,10.14,14.1,13.92
2158,申汉大厦,4,3,-1,31,4,0,19086,0,0,0,0,0,0,0,0,1,1,31.2377,121.398,9,0,0,8,1,3.2,3.35,5.04
2168,绿地和创大厦,4,3,12,25,8,1,59000,21,1000,22,258,1800,3.1,2.7,5,1,1,31.2431,121.426,29,4,29,14,2,4.66,7.13,5.16
