id,name,type,level,year,floors,elevator,elevator_goods,building_area,property_fee,park_fee,park_overground,park_underground,floor_area,floor_height,pure_height,hall_height,if_foreign,if_register,latitude,longitude,store_nearby,mall_nearby,park_nearby,hotel_nearby,metro_nearby,rent,rent_haozu,rent_BC_haozu
469,金茂工业园,4,2,13,10,4,2,20000,10,800,20,100,0,3,2.6,5,1,1,31.1771,121.399,6,0,6,3,1,3.04,3.33,4.84
473,华滋奔腾大厦,4,3,-1,24,6,0,101000,19,0,0,0,0,3.5,0,0,1,1,31.3418,121.501,6,1,6,1,1,2.84,2.96,2.63
477,骏利财富大厦,5,2,10,22,3,1,2270,6,500,145,55,1182,3.5,3.5,8,1,1,31.3318,121.451,17,5,17,2,0,3.24,3.2,3.27
481,禾谷文创园,4,3,2,4,1,0,8000,9,0,0,0,0,3.3,0,0,1,1,31.0923,121.519,2,0,0,2,1,1.62,2.25,2.23
488,致远大厦,4,3,16,28,3,1,35000,10,800,0,150,1602,3,2.6,6,1,1,31.2077,121.478,26,0,26,21,2,3.35,4,6.86
489,新梅大厦,4,3,19,21,4,1,25833,16.5,100,10,50,1173,2.4,2.4,10,0,1,31.2511,121.471,22,3,22,26,1,3.24,3.83,5.92
490,华盛大厦,5,3,21,26,6,1,51000,31,1000,0,200,1326,4,2.7,8,1,1,31.2411,121.489,73,19,73,89,1,6.08,7.36,8.57
491,新一百大厦,5,3,21,22,3,1,65726,3.2,1200,25,230,1153,3.5,2.7,3.5,1,1,31.241,121.482,52,16,52,68,1,6,6,8.57
492,慧峰商务大厦,4,3,13,16,1,1,17000,8,800,35,75,3560,4.5,3.3,5.5,1,0,31.1315,121.364,2,0,2,2,0,2.03,2.6,4.81
498,徐汇万科中心,5,3,-1,22,0,0,700000,25,0,0,0,0,4.2,0,0,1,1,31.1644,121.44,4,0,4,6,1,5.07,6.01,4.51
503,鑫达大厦,4,2,22,25,3,1,32586,27,1000,11,50,1292,3.6,2.6,8,1,1,31.2117,121.4,17,1,17,15,0,3.35,3.82,7.31
508,力宝广场,5,3,20,39,8,1,65000,32,162,15,152,1300,3.6,2.6,12,1,1,31.2304,121.482,20,7,20,16,2,8.11,11.07,9.28
511,上海五四大楼,4,2,38,6,0,0,0,0,0,0,0,0,0,0,0,1,1,31.2601,121.465,38,3,0,29,0,1.67,2.4,3.28
512,天汇广场,5,2,6,36,5,0,160000,4,0,0,399,1314,3.15,3,9.5,1,1,31.2526,121.409,16,2,16,12,2,3.55,3.58,4.38
513,绿洲中环中心,4,3,8,24,6,1,31200,17.3,800,128,1327,1300,4.5,2.7,9.6,1,1,31.24,121.388,16,3,16,6,1,4.06,5.41,5.04
515,创新大楼,4,2,19,21,4,1,33066,7.5,600,20,200,1389,3,2.5,10,1,0,31.1767,121.407,22,0,22,1,1,3.55,4.9,4.78
529,生命人寿大厦,4,3,15,41,10,2,90240,25,1300,50,180,2000,3.9,2.7,8,1,1,31.2349,121.527,22,11,0,14,2,5.27,6.16,7.76
533,宝龙大厦,4,2,15,14,4,2,27850,23,200,120,60,1840,3.7,2.7,5,1,0,31.2404,121.484,52,18,52,73,1,7.3,8,8.57
534,龙峰大厦,4,3,15,20,4,1,25000,23,1300,34,156,840,3.3,2.6,8,1,1,31.2148,121.427,35,2,35,14,1,5.58,5.6,6.92
536,555大厦,4,3,21,16,3,1,23592,27.7,110,15,60,1000,3.9,2.7,5,1,1,31.2368,121.473,36,13,36,23,1,5.27,6.55,8.86
541,虹桥万科中心,4,3,-1,0,0,0,123000,33,0,0,0,0,0,0,0,1,1,31.1924,121.334,1,0,1,0,0,5.88,7.79,6.16
547,中区广场,5,3,21,26,8,2,45228,30,150,15,170,1700,3.6,2.6,7,1,1,31.2353,121.477,30,10,30,15,1,8.11,9.19,8.57
548,2577创意大院,3,2,14,2,6,2,40000,12,500,200,50,900,5,3,5.6,0,1,31.1849,121.458,8,1,8,8,0,4.94,6,6.2
551,敦奴大厦,4,3,8,16,2,1,15000,12,650,30,148,1300,3.4,2.8,6,0,1,31.2377,121.392,9,1,9,3,1,4.26,4.1,5.04
555,源创创意园,3,2,9,6,3,1,10000,30,1000,33,33,1800,4.2,2.5,5.5,0,1,31.2389,121.458,30,4,30,35,0,6,7.1,8.86
557,上海科技京城,4,3,22,33,8,2,206000,23.2,800,50,600,1734,3,2.5,13,1,1,31.2454,121.485,47,12,47,46,0,4.56,4.99,8.57
565,歆翱文化创意园,5,2,3,3,0,0,7500,8,0,0,0,0,3.5,0,0,1,1,31.1407,121.315,3,0,3,3,0,2.03,2.28,2.24
570,华一实业大厦,4,2,15,25,3,1,40000,6,350,50,200,1600,3.6,2.6,5,0,1,31.1667,121.4,9,0,9,7,1,3.24,3.68,2.85
571,汇嘉大厦,5,1,22,28,4,1,42200,5,600,0,140,1200,2.5,2.4,4,1,1,31.1985,121.446,24,11,24,25,2,3.64,4.2,7.52
576,福德商务中心,4,3,23,28,6,1,72188,22.5,800,20,100,1000,3,2.5,5,1,1,31.2641,121.49,37,9,37,9,1,2.23,3.63,6.6
582,华鼎大厦,4,3,15,29,4,2,15000,8.5,150,20,193,950,3,2.8,2.7,0,1,31.187,121.439,12,5,12,12,1,3.55,4.08,5.67
583,张江集电港,4,2,18,22,4,1,210000,5,500,200,200,1450,4.2,3.2,10,0,1,31.2295,121.64,2,0,2,3,0,3.35,3.8,4.68
584,隆宇大厦,5,2,15,27,5,2,31533,8,800,40,120,1050,3,2.7,4,1,1,31.2347,121.522,22,11,22,14,2,5.07,6.07,7.76
585,大世界城,5,3,9,15,0,0,13580,15,0,0,0,0,3.8,0,0,1,1,31.2698,121.497,30,3,30,10,1,4.06,4.8,5.89
589,华诚大厦,5,2,22,9,4,1,23000,20,600,0,35,1914,2.8,2.8,4,1,1,31.2341,121.525,29,11,29,20,1,3.85,4.7,7.76
595,静安东贤大厦,4,3,3,27,8,0,41206,28,0,0,0,0,0,0,0,1,1,31.3064,121.462,4,0,4,1,0,4.16,4.56,4.33
599,银鹿大厦,4,3,-1,13,6,0,5000,3.5,100,0,0,0,3.5,0,0,1,1,31.2572,121.521,33,1,33,9,1,2.9,2.75,4.64
600,杰地大厦,4,2,14,17,4,1,19327,10,600,0,134,1400,3,2.6,7,1,1,31.2469,121.425,29,4,0,16,2,3.85,4.34,5.16
602,高登金融大厦,4,3,21,28,6,1,15000,23,1500,0,50,893,3.6,2.7,8,1,1,31.2388,121.497,30,6,30,32,0,7.26,7.91,10.33
604,创智良仓,4,3,4,3,0,0,33000,2,0,0,0,0,5.1,0,0,1,1,31.1577,121.608,0,0,0,0,0,4.06,3.02,2.76
608,龙之梦大厦,4,3,15,26,9,1,1380000,33,2000,200,250,2193,4,2.7,6,1,1,31.217,121.437,23,2,23,32,0,5.58,6.77,6.92
613,尚诚国际,4,3,11,15,4,1,46000,8,800,15,161,725,5.5,2.7,12,0,1,31.2428,121.425,34,5,34,11,2,3.04,6.83,5.16
615,谊华大厦,4,3,-1,13,2,1,10000,18,0,0,0,0,3,0,0,1,1,31.2628,121.491,34,11,34,11,2,5.27,5.2,6.6
617,蓝宝石大厦,4,3,16,22,3,1,15000,12,700,40,100,651,2.6,2.7,5.4,1,1,31.2599,121.48,28,1,28,15,2,3.2,3.15,5.92
620,外滩SOHO,4,3,-1,31,0,0,190000,30,0,0,0,0,3.5,0,0,1,1,31.2359,121.501,27,21,27,11,0,8.11,11.46,10.33
623,金轩大厦,4,3,18,28,3,1,32000,24,400,20,300,900,3.8,3,4,1,1,31.1953,121.446,24,9,24,31,1,3.65,4.3,5.67
624,春申创意园,4,3,-1,5,1,0,25000,8,0,0,0,0,2.8,0,0,1,1,31.1145,121.423,7,1,0,5,0,2.03,2.2,2.85
631,远中产业园,4,2,9,5,2,1,40000,6,300,20,100,1400,4,3,5,1,1,31.1777,121.403,8,0,0,2,1,3.55,0,0
632,中一大楼,4,2,9,7,1,1,0,6.5,1500,0,0,970,2.8,2.6,4,1,1,31.2465,121.491,63,13,63,48,2,6.74,7,10.33
636,绿地创客,4,2,9,5,0,0,0,16,0,0,0,0,0,0,0,1,1,31.2718,121.486,36,7,36,9,0,4.06,4.97,4.38
638,天洁大厦,4,3,7,17,4,1,19985,18,700,30,500,893,4.2,4,9.19,1,1,31.2389,121.407,10,1,10,7,0,4.66,4.9,5.04
642,上海招商局广场,4,3,20,26,16,2,70666,24.8,1600,50,220,1011,3.4,2.4,5,1,1,31.2339,121.473,31,12,31,20,1,5.58,6.76,8.86
644,虹桥国际商务广场,4,3,7,16,6,3,37293,18,680,80,123,2300,3.5,2.7,12,1,1,31.1737,121.39,5,2,5,2,1,5.37,6.73,4.84
645,汇银铭尊,4,3,8,13,3,1,130000,14.5,600,6,245,2050,3.5,2.8,9,1,1,31.2269,121.39,5,2,5,4,0,3.65,4.01,5.04
649,稻盛科研楼,4,3,-1,6,1,0,5600,10,0,0,0,0,0,0,0,1,1,31.2126,121.617,5,1,5,9,0,3.55,3.83,4.68
650,永鼎大厦,4,2,19,12,4,0,25000,15,300,20,30,1987,3.2,2.8,4,1,1,31.305,121.455,10,0,10,6,0,3.55,2.7,4.33
652,万事利大厦,4,3,16,27,4,2,18000,20,1000,20,70,1800,3,2.8,4.5,1,1,31.217,121.49,59,8,59,25,1,3.24,4,5.39
657,界龙总部园,4,3,-1,5,2,0,0,21,0,0,0,0,2.8,0,0,1,1,31.2381,121.563,4,1,0,1,1,5.58,5.63,8.67
660,金城大厦,4,2,14,28,4,1,36400,6,400,10,98,1300,3.8,2.8,4,1,1,31.2501,121.475,19,7,19,16,1,2.84,3.13,5.92
668,香港名都写字楼,4,3,-1,18,3,0,95571,16,0,0,0,0,3,0,0,1,1,31.2278,121.497,32,9,32,18,0,4.26,5.56,5.39
671,国际金融家,2,1,19,30,3,1,31000,4.5,1000,120,500,570,3.8,2.7,12,0,1,31.2286,121.539,19,0,0,10,2,3.1,3.8,11.33
675,近铁城市广场,5,3,6,16,8,2,200000,16,0,0,1200,3500,4.5,0,9,0,1,31.2388,121.388,14,2,14,6,1,5.58,6.24,4.38
676,中友大厦,4,2,15,28,6,2,660000,3.5,400,50,20,1168,3,2.6,4.5,0,1,31.2511,121.416,20,0,20,8,2,2.78,5.69,5.16
679,云仓创意园,4,3,-1,0,0,0,8000,8.8,0,0,0,0,3,0,0,1,1,31.284,121.439,4,3,4,6,0,3.45,3.72,4.91
689,华拓大厦,5,3,6,20,6,2,51367,11.5,260,134,317,5,4.7,4.7,4.5,0,1,31.2649,121.355,11,2,11,5,0,2.33,2.4,9.86
690,蕾特商务中心,4,3,-1,11,2,0,13110,0,0,0,0,0,3.5,0,0,1,1,31.0926,121.521,2,0,2,2,0,1.72,1.88,2.23
691,新长征中环大厦,5,3,15,25,4,1,48092,0.4,500,40,226,1170,3.75,3.8,10,1,1,31.2491,121.387,15,7,15,6,0,3.24,3.37,5.04
692,新金桥广场,5,3,13,18,3,1,37568,18,1300,10,140,830,3.6,2.8,5,1,1,31.2432,121.48,50,9,50,55,2,6.55,6.8,8.57
694,燕兴大厦,2,1,17,29,3,1,33248,3,400,50,20,1500,3.6,2.5,6.9,1,1,31.2525,121.449,19,3,19,16,1,4.06,4.25,5.94
697,新汇园,3,2,-1,11,1,1,0,4.5,200,46,82,1500,3,2.7,5,1,1,31.1842,121.41,6,0,6,2,0,3.55,3.78,4.78
698,永融企业中心,4,3,-1,33,7,0,0,15,0,0,0,0,3.1,0,0,1,1,31.2678,121.495,32,7,32,13,1,2.84,3.73,5.89
701,万科七宝国际,5,3,3,8,3,0,257207,16.8,0,0,0,0,0,0,0,1,1,31.1624,121.354,27,3,27,9,1,3.55,4.66,16.23
702,创智空间,3,2,-1,6,1,1,20000,25,500,30,80,2000,6,5,6,1,1,31.2109,121.606,2,1,2,3,1,5.07,5.8,4.68
703,巨洋大厦,4,3,13,24,4,2,28000,20,900,25,350,1000,3.7,2.7,12,1,1,31.2477,121.541,7,0,7,11,0,4.06,5.03,11.33
706,由度工坊,3,3,8,6,1,1,32100,15,600,50,80,1220,4.5,4,9,1,1,31.2507,121.615,1,0,1,3,0,3.14,3.53,3.46
708,长海商务楼,4,3,-1,5,2,0,0,5,0,0,0,0,3.5,0,0,1,1,31.3153,121.527,23,3,23,11,0,3.38,3.37,24.11
710,安航企业中心,4,3,2,5,0,0,0,2.3,0,0,0,0,0,0,0,1,1,31.2451,121.61,3,1,3,6,0,1.93,2.43,3.46
712,上海华电大厦,4,3,2,23,8,0,43035,35,0,0,0,0,4.5,0,0,1,1,31.1871,121.493,1,0,1,0,1,6.08,7.5,7.27
713,汤米创意园,4,3,2,4,0,0,0,12,0,0,0,0,0,0,0,1,1,31.1629,121.448,7,1,7,1,1,4.56,4.63,4.51
714,创业中心大厦,4,2,23,8,2,0,12000,6.5,500,50,0,1500,4,3,4,1,1,31.1795,121.409,6,0,6,2,1,3.35,3.3,4.78
718,绿地中央广场,4,3,-1,23,0,0,127286,12,0,0,0,0,4.2,0,0,1,1,31.3054,121.461,6,0,0,1,0,4.16,4.89,4.33
719,康琳创意园,3,3,9,8,2,1,13500,6,300,50,70,1700,3.2,2.8,6,0,1,31.173,121.518,3,2,3,2,0,3.04,4.12,6.81
723,晓富金融大厦,4,3,-1,50,14,0,90000,0,0,0,0,0,0,0,0,1,1,31.3577,121.596,2,0,2,5,1,4.06,4.48,2.96
724,北岸长风,5,3,10,19,4,1,290000,11,700,100,700,1500,3.2,3,5,1,1,31.2266,121.402,8,0,8,2,0,3.85,5.24,5.04
729,虹桥丽宝广场,5,3,3,8,9,0,0,30,0,0,0,0,4.3,0,0,1,1,31.1924,121.334,1,0,1,0,0,5.58,6.47,6.16
730,亚洲大厦,4,3,12,21,3,2,25000,27,1600,20,120,860,3.7,2.7,4,1,1,31.2401,121.485,55,18,0,73,1,6.08,6.93,8.57
731,中国石化物资大厦,4,3,-1,15,2,0,0,6,0,0,0,0,3.5,0,0,1,1,31.3483,121.594,13,2,13,9,0,1.32,2.2,2.96
732,运通星财富广场,4,3,8,17,4,0,42000,6,0,0,0,0,0,0,0,1,1,31.2964,121.331,5,2,5,8,0,2.54,2.53,2
734,近铁虹桥中心,4,3,-1,10,6,0,44846,28,0,0,0,0,4,0,0,1,1,31.1848,121.386,7,3,7,11,0,4.56,4.38,4.84
735,巨富大厦,2,3,15,25,2,2,20055,5.3,800,20,150,1800,3,2.4,5.2,1,1,31.2297,121.452,32,11,32,28,1,4,6,9.34
737,振源大厦,4,2,20,26,4,1,23093,15,200,30,35,924,3.5,2.6,3.5,1,1,31.2637,121.398,16,0,16,3,0,3.35,9.62,6.68
738,虹桥正荣中心,4,3,-1,0,0,0,233159,15,0,0,0,0,0,0,0,1,1,31.1924,121.334,1,0,1,0,0,4.06,4.92,6.16
739,光华大厦,4,3,12,10,2,1,13966,5.5,500,100,33,1600,3,2.7,6.8,1,1,31.2166,121.39,8,0,8,8,1,2.94,3.7,4.63
740,中华门大厦,4,2,19,24,2,1,24000,5,600,40,800,1000,3,2.5,4.5,0,1,31.1877,121.432,14,4,14,14,0,3.04,3.38,5.67
743,瑞安广场,5,3,22,26,9,1,78000,29,200,25,271,2300,3.6,2.6,8,1,1,31.2288,121.481,23,6,23,17,2,8.11,10.75,9.28
757,宝华中心,4,3,-1,28,8,0,105586,26,0,0,0,0,3.5,0,0,1,1,31.2859,121.452,6,1,6,2,0,5.07,6.15,4.91
759,东旅大厦,4,3,12,18,5,1,20000,22,1000,20,200,680,3,2.5,4,0,1,31.2217,121.526,26,0,26,18,0,4.06,4.9,6.81
766,兴迪商务大厦,4,3,11,14,2,1,20000,15,350,98,150,1400,2.7,2.7,12,0,1,31.1745,121.397,3,0,3,2,0,3.55,4.5,4.84
767,绿地蓝海,4,3,11,20,5,1,45126,16,1000,100,426,1360,4,3.5,6,1,1,31.1219,121.394,4,4,4,1,0,4.06,5.08,3.29
768,陆家嘴投资大厦,4,3,8,14,6,2,46060,32,1500,14,180,2750,3.1,2.7,6.5,1,1,31.2279,121.537,26,0,26,14,2,6.08,8.5,13.92
769,明天广场,5,3,16,61,9,1,127400,38,150,30,200,4500,4.5,3.7,37,1,1,31.2365,121.476,0,12,0,21,1,7.61,8.78,8.57
777,海益商务大厦,4,3,15,14,3,1,12500,20,800,20,100,888,3.6,3.2,5,1,1,31.2213,121.392,10,0,10,8,1,3.85,4.5,4.88
778,森本大厦,4,2,-1,7,2,0,0,10,0,0,0,0,3.5,0,0,1,1,31.1924,121.449,19,1,19,35,1,4,0,0
780,盛源恒华大厦,4,3,-1,18,2,0,64350,18,0,0,0,0,3,0,0,1,1,31.1934,121.439,18,4,18,16,2,5.88,6.53,5.67
784,光启城,5,3,8,24,4,1,163869,27.5,800,0,1000,2000,3.9,2.7,7,1,1,31.1902,121.435,19,4,0,12,1,5.58,6.85,5.67
787,长青企业广场,4,3,-1,3,8,0,38000,15,0,0,0,0,3,0,0,1,1,31.1589,121.544,4,1,4,5,2,3.55,3.92,4.31
789,昌辉大厦,4,2,-1,4,4,0,62986,0,0,0,0,0,3.5,0,0,1,1,31.2952,121.328,6,2,6,5,0,2.38,2.64,2
795,苏河1号,4,3,10,28,7,1,88000,25,1200,100,358,1915,3.7,2.7,11,1,1,31.2538,121.458,30,4,30,34,0,4.06,5.44,5.92
796,新时空国际商务广场,6,1,15,30,4,2,90567,8,1000,40,80,1336,3,2.7,4,1,1,31.2234,121.424,32,6,32,32,1,2.5,4.9,6.92
797,宝地广场,4,3,7,20,4,1,156400,21,1000,24,700,2000,3.5,2.7,8,1,1,31.2677,121.518,42,3,42,14,1,5.68,6.75,24.11
798,宏慧视界BOX,4,3,3,3,8,0,100000,12.5,0,0,0,0,4.65,0,0,1,1,31.3007,121.465,2,0,2,0,0,3.85,4.04,4.91
800,大宁音乐广场,4,3,-1,0,0,0,145000,0,0,0,0,0,4,0,0,1,1,31.2875,121.45,5,1,5,2,0,5.07,5.3,4.33
810,祥腾财富广场,5,3,9,10,2,1,75452,8,900,400,457,800,5.4,5.4,10,0,1,31.301,121.454,8,0,8,7,1,2.32,4.01,4.33
811,桂平园,4,2,-1,7,4,1,5600,5,350,0,0,1200,3.5,0,0,0,1,31.1764,121.409,8,0,8,2,1,3.14,3.6,4.78
813,晶森商务大厦,4,2,-1,4,2,0,17500,0,0,0,0,0,3.5,0,0,1,1,31.0785,121.404,10,0,10,7,0,1.83,2.21,2.03
821,三和大厦,4,2,21,31,5,2,46124,23.8,400,80,200,1500,3.5,3,5,1,1,31.2349,121.448,35,4,35,27,0,4.5,4.87,5.61
822,安泰大楼,4,3,21,22,6,1,32627,912.6,2000,20,101,1350,4,2.7,8,1,1,31.2129,121.413,20,11,20,15,1,5.58,6.09,7.31
823,东展商业大厦,4,3,15,26,2,1,13000,27,1500,20,50,802,3,2.5,8,1,1,31.239,121.468,32,18,32,21,3,5.07,5.33,8.86
825,廖创兴金融中心,5,3,12,36,8,1,33600,38,1500,18,197,1420,4.3,3,10,1,1,31.2381,121.477,34,14,34,24,1,8.11,10.47,8.57
829,中融恒瑞国际大厦,5,3,14,26,10,1,92344,28,1200,0,340,1500,3.5,3.1,5,1,1,31.2337,121.526,29,11,29,18,1,6.08,7.87,7.76
834,香港新世界大厦,4,3,17,60,11,2,134467,32,1000,312,326,2010,3.1,2.5,10,1,1,31.2294,121.48,23,6,23,18,1,8.11,10.67,9.28
837,上海证券大厦,4,3,22,27,12,2,104000,29.1,1500,27,197,1200,4,2.7,8.5,1,1,31.2421,121.518,30,1,30,21,1,8.11,10,13.92
842,申能国际大厦,4,3,22,28,4,1,40000,30,900,30,118,1700,3.2,2.5,5,1,1,31.2244,121.489,52,10,52,12,1,4.06,4.93,5.39
846,中国人寿金融中心,4,3,2,52,18,0,108000,39,0,0,0,0,4,0,0,1,1,31.2462,121.512,15,1,15,6,1,11.41,13.51,13.92
847,虹桥国际大厦,2,3,13,19,2,1,4500,8,450,80,50,700,3.7,2.7,4,1,1,31.2224,121.415,20,1,20,18,0,3.03,3.7,6.92
855,长宁科技大楼,5,2,24,7,2,1,15000,3.5,400,20,100,2100,3.3,2.6,4,0,1,31.2195,121.403,19,2,19,11,0,2.73,2.6,4.63
858,歌斐中心,4,3,-1,32,12,0,74175,32,0,0,0,0,3.2,0,0,1,1,31.2032,121.489,16,1,16,6,1,6.59,10.72,10.1
859,佳预信息科技大厦,4,3,8,10,12,4,77682,15,500,126,300,0,0,0,0,1,1,31.1509,121.336,4,0,4,4,0,3.04,3.71,2.24
860,置汇谷,4,2,-1,7,2,1,13000,15,300,10,30,2000,3.3,2.8,5,0,1,31.2891,121.494,20,1,20,13,1,4.06,4,3.68
862,碧云中心,4,3,4,15,0,0,0,12.7,0,0,0,0,0,0,0,1,1,31.2626,121.579,9,1,9,2,0,5.07,5.5,3.46
867,新梅联合广场,5,3,13,38,10,2,110000,30,1200,20,213,1200,2.7,2.7,8,1,1,31.2353,121.523,26,10,26,13,2,9.13,10.26,7.76
869,海泰大厦,4,3,10,0,2,1,47800,1.2,450,26,54,0,3,2.6,4,1,1,31.2613,121.536,30,0,0,6,0,5.07,4.3,4.64
875,静安新业坊,3,3,3,2,0,0,75000,15,0,0,0,0,4.8,0,0,1,1,31.2354,121.455,32,5,32,16,0,4.06,5.16,8.36
884,同和凤城巷,4,3,2,5,1,0,10000,0.55,0,0,0,0,3.5,0,0,1,1,31.2798,121.532,8,0,8,10,0,3.65,4.17,3.64
889,浦东嘉里城,5,3,9,43,18,2,230000,30,1300,120,1200,2100,4,2.7,4,1,1,31.2185,121.569,8,3,8,8,1,7.61,8,7.23
894,永达国际大厦,4,3,11,23,6,1,48026,28,900,30,210,1700,2.9,2.9,12,1,1,31.2114,121.57,6,1,6,5,0,6.9,9,7.23
896,大上海时代广场,5,3,19,30,8,3,93259,34.5,1200,20,92,1250,3,2.5,5,1,1,31.2308,121.485,37,14,37,20,1,8.11,10.52,9.28
898,东方国际大厦,4,3,22,16,4,1,47000,25,400,45,150,1620,3.6,2.5,12,1,1,31.2111,121.409,13,4,13,11,0,2.07,5.45,7.31
899,华源世界广场,4,3,22,32,4,1,42700,25,800,20,50,1200,3.2,2.7,4.5,1,1,31.2559,121.439,21,1,21,13,1,2.84,3.42,3.77
901,香港广场,5,3,21,38,16,2,140000,32,1600,0,450,1272,3.6,2.5,5,1,1,31.2295,121.481,23,6,23,20,2,7.1,9.47,9.28
914,龙湖虹桥天街,4,3,5,9,1,0,425219,30,0,0,0,0,0,0,0,1,1,31.1924,121.334,1,0,1,0,0,4.56,8.17,6.16
918,东银中心,4,3,11,30,5,2,85000,30,1200,40,370,1450,4,2.8,13,1,1,31.204,121.406,8,4,8,14,1,8.11,9,7.31
922,光启文化广场,4,3,7,14,4,1,36929,24,1500,17,120,1750,3.5,2.7,5.8,1,1,31.1918,121.448,17,2,17,32,2,5.25,6.49,5.67
926,上海滩国际大厦,5,3,22,29,9,2,50000,24,130,175,175,1602,3.8,2.7,5,1,1,31.2511,121.498,45,2,45,40,0,5.37,6.12,7.99
928,上海国际研发总部基地,3,3,7,5,2,0,109543,10,0,181,613,1800,3.7,0,3.7,1,1,31.3217,121.416,3,2,3,0,1,2.64,3.13,2.79
932,虹桥南丰城,5,3,5,36,9,0,143471,40,0,0,0,0,3.6,0,0,1,1,31.2135,121.414,23,12,23,13,1,6.08,6.72,7.31
936,汇银大厦,4,2,-1,27,3,0,0,29,0,0,0,0,0,0,0,1,1,31.2374,121.469,35,15,35,28,4,6.59,9.5,8.86
937,D1国际创意空间,3,3,18,7,2,2,20841,6,500,200,300,500,4.2,4.2,7,1,1,31.1946,121.449,23,3,0,35,1,4.26,5.73,5.67
940,华润时代广场,5,3,114,34,8,1,98807,32,1200,0,140,1216,3.6,2.5,10,1,1,31.2327,121.524,28,11,28,16,1,7.1,8.89,7.76
941,均瑶国际广场,4,3,16,17,9,2,75000,25,1000,30,150,2385,3.8,2.6,12,1,1,31.2047,121.455,21,0,21,17,1,4.87,6.4,7.52
945,龙之梦雅仕大厦,4,3,8,34,12,2,85680,33,1200,58,600,2100,2.7,2.7,8.5,0,1,31.2218,121.423,36,4,36,34,1,7.1,9.36,6.92
946,嘉华中心,5,3,14,45,17,1,86202,35,1500,105,220,1895,3.7,2.8,4.5,1,1,31.2221,121.463,27,7,27,34,1,8.11,11.75,10.3
948,大宁德必易园,3,3,7,4,4,1,25000,15.7,300,150,0,4300,3.5,0,8,0,1,31.2803,121.456,14,2,14,5,0,4.04,4.86,4.91
949,华旭国际大厦,4,3,11,20,4,1,30132,28,1800,0,80,1333,4,2.7,6,1,1,31.2398,121.483,53,17,53,71,1,7.61,10.59,8.57
951,永华大厦,4,3,24,28,4,1,32000,30,1000,80,123,1100,2.4,2.4,4,1,1,31.2443,121.521,28,1,28,17,0,5,7,13.92
953,中设广场,4,3,2,23,6,0,68061,19,0,0,0,0,4.5,0,0,1,1,31.3264,121.502,7,0,7,1,0,2.74,2.83,2.63
956,新华大厦,2,1,17,14,2,1,38000,20,150,250,0,1885,3,3.1,4,0,1,31.2105,121.429,20,1,20,13,0,3.24,3.5,7.18
960,寰启商务园,4,3,-1,9,3,0,0,6,0,0,0,0,0,0,0,1,1,31.0912,121.525,1,0,1,3,0,1.72,2.35,2.23
961,绿洲大厦,6,2,22,25,4,2,15000,4.8,800,108,70,495,3.5,2.5,4,1,1,31.2198,121.419,32,3,0,34,2,12.23,10.56,6.92
962,虹桥国际商务花园,4,3,-1,5,2,0,28000,18,0,0,0,0,3.5,0,0,1,1,31.2336,121.364,10,2,10,2,0,4.66,4.6,4.63
971,苏河汇,3,2,10,5,2,1,9868,15,600,25,50,1986,3.9,3.6,4.8,0,1,31.2347,121.429,21,5,21,13,2,4.06,4.5,5.16
975,财富108广场,4,3,15,27,5,1,96158,11.5,600,264,356,1200,3.7,2.7,8.33,1,1,31.1408,121.369,8,1,0,3,1,3.56,489.53,16.23
978,浦江高科技园,4,3,8,5,4,1,180000,3.5,600,20,150,1370,3,2.6,5,0,1,31.0935,121.425,3,0,3,0,0,1.72,1.72,2.23
982,嘉亭大厦,4,3,7,12,4,1,12533,0,0,0,0,1520,4.5,0,4.5,0,1,31.2932,121.169,15,2,15,4,2,3.95,3.94,2
985,莘乔商务楼,4,2,-1,3,1,0,12000,5,0,0,0,0,3.5,0,0,1,1,31.1139,121.37,7,3,7,2,0,2.55,2.5,3.29
990,世和中心,4,3,9,13,6,2,81407,23,500,200,400,1800,3.6,2.7,5,1,1,31.2186,121.633,2,3,2,4,0,4.06,4.98,4.68
992,七建大厦,4,2,21,19,3,2,27000,16,500,300,50,1500,2.8,2.5,5,1,1,31.1903,121.434,20,3,20,13,1,4.06,5.9,5.67
994,欧西玛创新园区,2,3,2,4,2,0,0,12,0,0,0,0,0,0,0,1,1,31.146,121.353,6,0,6,2,0,2.64,3.27,16.23
1003,锦城大厦,4,3,24,26,3,1,69000,10,1000,50,300,800,2.8,2.6,4,0,1,31.2301,121.536,24,0,24,22,2,2.83,3.77,11.33
1005,凯龙莘庄商务园,4,3,-1,8,0,0,22759,6,0,0,0,0,0,0,0,1,1,31.0815,121.395,1,0,1,0,0,2.54,2.99,2.03
1007,中铁中环时代广场,5,3,7,16,16,6,214227,13.5,800,100,1300,1802,4.2,2.8,10,1,1,31.3037,121.449,8,0,8,4,0,3.24,3.53,4.33
1013,证大五道口广场,4,3,14,20,8,2,106000,30,1000,20,507,2140,4,2.7,10,1,1,31.233,121.556,3,2,3,3,1,7.1,8.8,8.67
1014,瑞金花园商务楼,4,3,21,28,2,1,20000,19.5,150,70,0,895,3,2.6,0,0,1,31.2129,121.471,29,0,29,29,2,3.65,4.03,6.86
1016,福维克大厦,4,3,15,9,2,1,12000,8,500,75,300,1380,3.2,2.5,3.8,1,1,31.1739,121.396,2,0,2,2,1,4.26,4.96,4.84
